"";"GSM1720834_ControlQuad2.CEL";"GSM1720833_ControlQuad1.CEL";"GSM1720837_ControlQuad5.CEL";"GSM1720835_ControlQuad3.CEL";"GSM1720840_cKOQuad2.CEL";"GSM1720844_cKOQuad6.CEL";"GSM1720839_cKOQuad1.CEL";"GSM1720842_cKOQuad4.CEL"
"10447190";5,35117644739625;5,75438831054557;5,49551193974842;5,52204403628175;8,01744337248311;8,35877021772955;7,7254550527175;7,68075764981221
"10447510";10,8952444480595;9,9670776206214;10,6485479537255;10,9346165609875;8,37290473270824;7,75015663408645;8,64869669376546;8,56906786067183
"10456400";7,32189275301139;6,52772656302675;7,03869855389519;7,03667794829356;9,48616070801271;9,45467193798949;9,55837591814879;9,61724117540005
"10456836";8,60544688592672;8,08435237415071;8,92050581242169;8,67174308792607;6,00616523718459;6,25518923388957;6,41221963082702;6,70679751248728
"10459389";11,3494485877112;10,3707378099391;11,1079052300931;11,3784629383569;8,80362688384352;8,14430136526717;9,04028894142471;8,98397055195765
"10461878";5,20800528180682;5,70204276083017;5,22811137893045;5,30003318714812;7,37159262675986;7,70530323083948;7,26295342818479;7,27940945988502
"10467191";8,03800865317366;9,52504778724686;7,07496928536567;8,09942913203633;11,960905641306;11,8898855064881;11,5935628983287;11,6844288082478
"10468253";6,0914577338417;7,08513803295006;6,26814816294989;6,4360607873145;8,36994102248672;8,56416125819472;8,48849594415437;8,63455346813475
"10468691";7,7126532833952;8,2986438467074;7,21899062533794;7,97778223708995;10,6937841878833;10,6667707298856;10,5795605259397;10,3844641644319
"10471154";5,3609928567654;4,91563903913468;4,83518678715974;4,96544666774212;7,57233436816771;8,13095353639896;7,38771510377221;7,54162966072401
"10472398";3,57223472730954;4,89746000089041;4,04366321408842;3,75261809166994;6,3885737677501;5,45089376666367;6,17678987308338;6,80133302762462
"10473312";5,60793264311329;5,76825793077078;5,99631884650111;6,10749304454724;9,26636124421858;9,25081437189781;9,40314879908409;9,48960771315312
"10474467";3,30368238243513;2,93146640220743;2,92894170415739;3,10703185403949;5,7111627904302;5,48334103238845;4,36521010308174;5,44981372310485
"10474972";8,29750244386062;7,34196219538604;8,03246417812246;7,82010038650275;5,84634258213272;6,03234552854927;5,59478230008645;5,36084539267941
"10481175";5,69119119121353;5,7105626107605;5,86767465325276;6,28683598037325;8,78080817561701;8,66602210858924;8,53914583631828;8,67379112242377
"10481272";3,7193273039669;4,37062608878257;3,80479997830635;3,69909432110712;6,04834050140424;6,08341783189332;6,01074271257675;6,27958333096879
"10484197";4,48414378384777;4,77363049638933;4,68228636524875;4,63576224332641;6,66174060727595;7,02612504014659;6,59847464662047;6,67737525259644
"10484201";5,31373868704218;5,80782853058221;5,40587511698178;5,52256039110177;7,71270595250756;7,84206064273417;7,73253228444104;7,56027140909285
"10484203";5,2702442577722;5,43824828952672;5,25561412445093;5,4879933105047;7,51840484802785;7,77980974827096;7,6156899866012;7,39298858934952
"10484207";5,23768297455422;5,36476363749837;5,14967893845172;5,00641688755294;7,26911746372866;7,6021348734441;7,38962672554389;7,29504438073567
"10485624";3,73026818142957;3,74881196716587;3,66105565854877;3,61973537383022;6,97254057277725;6,25559093539099;6,51806994501099;6,64454016543161
"10487945";10,6811929587007;9,70711394414221;10,125760728172;10,3237624144373;8,15611027425239;7,91276968621114;8,16347060245055;8,21212156131189
"10492021";8,3832662876138;8,19131704752133;8,29487207683475;8,99286703541758;10,8455724096743;10,6396879095851;10,702538253883;10,3708015314291
"10494804";8,46190177564105;9,22838585293182;8,39398307714884;7,99064862494285;10,609596841729;10,8548585149402;10,6637228854284;10,87792422065
"10498119";4,91099688672038;6,26715112176419;4,90365906173477;4,90936902445901;7,08294316181134;7,75470726827775;7,47003897337264;7,63274864613593
"10505120";5,43502013259792;6,00883985428111;5,32810714493781;5,86897856383717;8,06699776052629;7,95743457112721;7,89682054641786;7,95514368064338
"10505143";5,50183336165711;6,13365027365763;5,30095405332679;5,966630892378;8,19395826441317;8,19118019398152;7,9180816500137;8,10493369444404
"10505517";5,71610357549338;5,51310750458415;5,19749966812122;5,79792211184677;8,04382138297009;7,77617047393506;7,85083869419023;7,6128765163045
"10507833";7,86007094433479;6,92041679611451;7,49460114266957;7,62886759943448;4,42982232606253;4,60455610445591;5,04434140843308;5,30220656227267
"10509073";6,88046847709482;8,04980897963368;6,55269441369665;6,66571385364414;9,41985993700298;10,1257239476588;9,43049517297273;9,99559583531119
"10512935";11,3565931148177;10,3594602968887;11,0829751964106;11,3782838678655;8,82740397592005;8,25083303902473;9,07307516551201;8,9788437605746
"10513420";6,04802153072045;7,74181464044557;7,43828486167641;8,56022280828459;11,1870479813199;9,55548858198314;10,260420288895;9,68490233401592
"10513428";5,77160531259357;7,34174511703518;7,00695001655556;8,14275850217625;10,757311176684;9,03409683699063;9,80599446973242;9,20353434722041
"10513437";5,8856215110246;7,5380086317141;7,19181877887695;8,37638866146806;11,0057990324078;9,3276533144716;10,0658542162571;9,4513917573634
"10513455";5,90712268754304;7,56372265449433;7,24065389865781;8,41146744792315;11,0727064434304;9,35579162106926;10,1289756933358;9,48696323523494
"10513467";5,82382942797744;7,24294878699788;6,79400351400202;7,94214952376031;10,4580812256162;8,81728865249632;9,47179521456645;8,88883399080545
"10513472";5,98610433474538;7,60514881813453;7,24225181504537;8,39193732711658;10,9504791759487;9,32310695879277;10,0475071124857;9,44818339528062
"10513497";5,42222303997393;6,9143240325831;6,62846274755824;7,76442635296154;10,3287978954392;8,59616755641873;9,34453476448311;8,74865682104017
"10513504";6,10163023383386;7,72825211867111;7,22304637897617;8,43784792730432;11,0409441660617;9,36565526019419;10,0274311037227;9,44780087054475
"10513512";3,78936973889948;5,27441177966471;5,04096524473587;6,14450198197205;8,87843046305333;7,00289094474054;7,93760042066976;7,20865483208462
"10518812";5,80381316722158;7,37399594259629;5,53522023677232;5,94317635377275;8,39111033910379;8,62620031055052;8,3996509997032;8,57761000283327
"10522208";5,05387834133558;4,8205847864668;5,16279767582818;5,33848185047724;7,66919265462813;7,79880496388692;7,50188404496188;7,70171590870959
"10525343";9,745755013886;10,8295244908037;9,34842138332414;9,40094364864931;11,8200226547057;12,089186388403;11,7096591979192;11,9414592052597
"10530854";3,32372643013951;3,78655729469734;2,56494160919607;2,81807206183692;6,13945032647971;6,07143868632199;6,11596444595426;6,64060111025917
"10531415";3,25100492561095;4,1263832231282;3,12750944619712;3,7035697696688;6,29927017826373;4,97331813104575;6,37607561703239;6,17118154389458
"10538927";8,96981668512795;7,99910005903562;8,67458112501373;8,99561074788811;6,70011999213072;5,99653309416547;6,82231825881963;6,68522323857912
"10538932";9,2429712630826;8,2292387194351;8,91784664546228;9,25549157513707;6,90383993328614;6,19623702712719;7,03721585282567;6,91820499617282
"10540401";7,23811407086887;8,02751805825198;7,29202729941464;6,80637756689468;10,0265455095391;10,6941607463046;9,92518111922719;9,8898488484145
"10549877";3,66227468098232;4,64485214302369;4,0894179335924;4,1657427932824;6,49399508589805;6,61235619880727;7,19619731961639;6,49927913620701
"10558673";6,63540648945069;7,00417781362103;8,21701393729445;9,13145650604122;10,4978890929265;9,98884736731443;9,02749973473771;9,93920010283834
"10559547";9,03683707530738;10,5403737822824;8,84789201261592;9,05062811484493;11,4504170049014;11,7503837978302;11,4078370471039;11,5596753596052
"10559790";6,01682822217508;6,53109129543554;6,06183605936389;6,43019866227568;8,7104488205391;8,51701165588325;8,59167992027635;8,31533720293983
"10559796";7,23157034880532;8,18645145349101;7,31979393209702;7,67093910812769;9,98294129967429;9,86609654278981;9,94695665395141;9,65233003275198
"10563770";8,63084853597546;8,87090763620987;7,32516880021867;8,309260983942;11,2186564444816;11,2328046347126;11,2902018965479;11,4890580576073
"10569370";4,79027151844041;5,1736539569543;4,78100945626137;4,75809695011948;7,65561885343236;8,39278540537486;7,11949820605994;7,94419573665028
"10571696";5,09568734083274;5,70021069685601;5,12774169206533;5,89350101721825;8,18513571696652;7,95995009912808;7,80103450833731;7,93181873903285
"10573975";4,81285387316361;5,21512110815665;4,16419714715679;4,79498441793155;6,53220928666356;7,166789591888;6,38497666378708;7,08884662640258
"10574166";7,21535080102841;9,03744696155383;7,57554440559851;7,32640546399785;10,4553791059065;10,4966238775129;10,3550709076293;10,3301227834206
"10574220";5,40656839464823;5,24548245357194;5,03324321511905;4,85457015072251;7,50449196509956;7,34919744464224;7,1392126378069;7,61057005000783
"10580693";3,8276203150338;4,06169531026772;3,73826695341999;3,79163683106295;6,3845166982566;6,74757393825399;6,14323525553373;7,10429505800677
"10581151";5,85363779316778;5,39252017650839;5,11137748015527;5,51949205889208;9,50489181887969;8,69280877525893;8,82064508136144;9,03068562056519
"10581299";4,88868759946851;5,08931041552401;5,02674494550013;4,78592121592268;8,55152850179081;8,59072603574735;8,10483111091522;8,38471794289526
"10582146";7,55663396672936;8,27886035653373;8,53431577037892;7,51656669443439;5,53197393222349;5,91473717970941;6,22481736238013;5,89983616070503
"10584741";9,11961581922607;8,87613672244415;9,46994852072594;9,3569245880553;6,65796394244506;6,60480514840607;6,8546015964872;7,30193816732565
"10585390";4,81200985181813;5,11488908524464;4,5079667384569;3,87621011347972;7,59303786408786;7,63090142671084;7,81562548926488;7,61102460214351
"10590031";6,52290850346541;7,05348356020432;6,37139583081555;6,53636563427453;8,54917949011642;8,93511014275681;8,49170636552744;8,57660998904151
"10593293";7,1854576892398;7,58901080684742;6,90977430970048;7,40193930682663;9,8124967948468;10,2703706411294;9,75813803524057;9,62731111090901
"10598075";6,01720145284346;5,16436138863305;6,32622688126867;6,11375786579221;2,9575903180289;3,90289498262962;3,83176892204695;4,28231784395854
"10598077";8,144253570093;6,87419847985104;7,95068618606323;7,74620404126798;5,13390545914989;4,93112738972984;6,20166859097864;6,40548038825681
"10599324";5,8788052728565;7,05284028560877;5,72118538339106;6,5218662916573;8,68634398871693;8,74562934403194;8,80110994818915;8,79215692201753
"10601473";8,38564862064502;8,29793014501229;8,32690402263778;8,16916343090746;4,77282338781269;2,87231251252782;8,33771235288191;8,19257116656118
"10605874";6,64029444647033;8,27620719882314;6,52962277387473;6,49595154738877;9,45116481262549;9,42323310445789;9,41358369931256;9,41666134059232
"10606941";4,3058547540559;4,4952715495291;5,06259122785651;3,97436743535912;6,87723472398976;6,38290290409372;6,52907278174606;6,50360021140784
